11,75F170414,violations/11_license_plate.png,violations/11_red_light.png,violations/11_car.png,2024-05-24 15:27:33
12,75G144815,violations/12_license_plate.png,violations/12_red_light.png,violations/12_car.png,2024-05-24 15:28:14
